,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,Country,ClientID,Lounge_ID
26,26,26,26,26,26,26,2005-11-02,25.23,28.1,25.200001,27.549999,25.97253,2870200,France,3,29
27,27,27,27,27,27,27,2005-11-03,27.6,28.1,27.6,27.870001,26.274204,906100,UAE,8,41
28,28,28,28,28,28,28,2005-11-04,27.799999,29.0,27.77,28.799999,27.150957,912600,Germany,8,13
29,29,29,29,29,29,29,2005-11-07,29.0,29.43,28.379999,28.93,27.273504,486900,Brazil,5,20
30,30,30,30,30,30,30,2005-11-08,29.1,29.700001,29.0,29.43,27.744883,1395000,Uk,4,45
31,31,31,31,31,31,31,2005-11-09,29.43,31.299999,29.43,31.299999,29.507805,1312300,Morroco,1,45
32,32,32,32,32,32,32,2005-11-10,31.15,33.959999,31.15,32.799999,30.921919,1948900,Germany,1,24
33,33,33,33,33,33,33,2005-11-11,33.049999,33.950001,33.0,33.349998,31.440428,1183900,Morroco,9,1
34,34,34,34,34,34,34,2005-11-14,33.5,34.5,33.450001,33.75,31.817522,1059200,Uk,8,35
35,35,35,35,35,35,35,2005-11-15,33.75,33.880001,32.84,33.880001,31.940083,759200,Spain,4,41
36,36,36,36,36,36,36,2005-11-16,33.509998,33.849998,33.400002,33.599998,31.676109,542600,USA,10,49
37,37,37,37,37,37,37,2005-11-17,33.400002,34.549999,33.23,34.32,32.354885,1011900,UAE,1,40
38,38,38,38,38,38,38,2005-11-18,34.349998,34.349998,32.860001,33.049999,31.157602,529800,Morroco,1,24
39,39,39,39,39,39,39,2005-11-21,32.75,32.75,31.26,31.99,30.1583,636300,Algeria,2,38
40,40,40,40,40,40,40,2005-11-22,31.99,32.740002,31.6,32.5,30.639095,421900,Algeria,9,5
41,41,41,41,41,41,41,2005-11-23,32.200001,33.68,32.16,33.040001,31.148176,671300,Uk,2,43
42,42,42,42,42,42,42,2005-11-25,33.009998,33.200001,32.720001,32.849998,30.969061,138500,UAE,2,50
43,43,43,43,43,43,43,2005-11-28,33.049999,33.849998,33.0,33.41,31.496996,630400,Germany,8,40
44,44,44,44,44,44,44,2005-11-29,33.299999,33.5,32.630001,32.900002,31.016193,428600,Morroco,8,43
45,45,45,45,45,45,45,2005-11-30,32.900002,33.799999,32.900002,33.59,31.666676,690100,Spain,10,40
46,46,46,46,46,46,46,2005-12-01,34.0,34.939999,34.0,34.279999,32.317169,371800,Algeria,8,38
47,47,47,47,47,47,47,2005-12-02,34.400002,34.650002,34.25,34.279999,32.317169,428600,Germany,8,22
48,48,48,48,48,48,48,2005-12-05,32.080002,32.639999,31.379999,32.349998,30.49769,1124400,Spain,8,2
49,49,49,49,49,49,49,2005-12-06,32.040001,33.75,32.040001,33.619999,31.694971,790600,UAE,7,27
50,50,50,50,50,50,50,2005-12-07,33.400002,34.18,33.299999,33.950001,32.006073,783900,Germany,3,29
51,51,51,51,51,51,51,2005-12-08,33.950001,33.98,33.529999,33.66,31.73267,383700,Spain,4,26
52,52,52,52,52,52,52,2005-12-09,33.41,34.07,33.349998,33.880001,31.940083,409700,Brazil,3,20
53,53,53,53,53,53,53,2005-12-12,33.799999,33.91,33.709999,33.759998,31.826941,421500,Germany,7,2
54,54,54,54,54,54,54,2005-12-13,33.759998,33.799999,33.049999,33.25,31.346153,226700,Algeria,1,23
55,55,55,55,55,55,55,2005-12-14,33.400002,33.689999,33.25,33.540001,31.619549,158400,UAE,1,36
56,56,56,56,56,56,56,2005-12-15,33.639999,33.880001,33.349998,33.630001,31.704388,313900,Uk,10,27
57,57,57,57,57,57,57,2005-12-16,33.68,35.5,33.68,35.150002,33.137371,1646900,UAE,4,6
58,58,58,58,58,58,58,2005-12-19,35.18,35.450001,34.889999,35.25,33.231644,377400,Morroco,9,37
59,59,59,59,59,59,59,2005-12-20,35.25,35.459999,34.02,35.32,33.297623,564500,Brazil,3,12
60,60,60,60,60,60,60,2005-12-21,35.380001,37.0,35.330002,36.509998,34.419495,701200,UAE,8,38
61,61,61,61,61,61,61,2005-12-22,36.599998,37.049999,36.349998,36.830002,34.721165,247800,Algeria,1,31
62,62,62,62,62,62,62,2005-12-23,36.73,38.0,36.73,37.73,35.569637,493000,France,6,11
63,63,63,63,63,63,63,2005-12-27,37.990002,38.799999,37.200001,37.459999,35.315098,476400,UAE,6,42
64,64,64,64,64,64,64,2005-12-28,38.0,38.150002,36.349998,37.450001,35.305668,327800,Uk,4,46
65,65,65,65,65,65,65,2005-12-29,37.450001,37.950001,37.189999,37.380001,35.239677,189800,Algeria,6,28
66,66,66,66,66,66,66,2005-12-30,37.549999,37.580002,36.919998,37.139999,35.013412,172800,UAE,3,50
67,67,67,67,67,67,67,2006-01-03,37.200001,38.279999,36.849998,37.450001,35.305668,1013200,USA,10,33
68,68,68,68,68,68,68,2006-01-04,37.700001,40.599998,37.700001,39.200001,36.955471,1928400,Algeria,6,28
69,69,69,69,69,69,69,2006-01-05,39.18,39.709999,38.91,39.709999,37.436264,317900,Algeria,1,26
70,70,70,70,70,70,70,2006-01-06,39.709999,39.709999,38.139999,39.0,36.766914,349200,Morroco,3,46
71,71,71,71,71,71,71,2006-01-09,38.799999,38.880001,38.5,38.610001,36.39925,220800,Morroco,9,35
72,72,72,72,72,72,72,2006-01-10,38.610001,38.709999,37.400002,37.799999,35.635624,191300,Germany,8,9
73,73,73,73,73,73,73,2006-01-11,37.799999,37.799999,34.650002,34.799999,32.8074,974300,USA,4,3
74,74,74,74,74,74,74,2006-01-12,33.0,35.349998,32.959999,34.990002,32.986534,2008900,UAE,7,26
75,75,75,75,75,75,75,2006-01-13,35.0,35.419998,33.310001,34.049999,32.100353,734200,Morroco,3,5
76,76,76,76,76,76,76,2006-01-17,33.549999,33.549999,29.620001,30.0,28.282249,2351200,USA,8,18
77,77,77,77,77,77,77,2006-01-18,29.1,31.16,28.879999,31.0,29.224987,1773700,USA,8,18
78,78,78,78,78,78,78,2006-01-19,30.799999,31.24,29.34,30.389999,28.649908,857200,Uk,7,22
79,79,79,79,79,79,79,2006-01-20,30.280001,30.280001,28.6,29.24,27.565762,788700,Germany,5,7
80,80,80,80,80,80,80,2006-01-23,29.49,30.049999,29.15,29.42,27.735453,530800,Uk,10,32
81,81,81,81,81,81,81,2006-01-24,29.9,31.469999,29.75,31.02,29.243839,648900,Brazil,8,20
82,82,82,82,82,82,82,2006-01-25,31.15,31.51,30.75,31.0,29.224987,836300,Brazil,9,34
83,83,83,83,83,83,83,2006-01-26,31.049999,31.25,30.0,30.25,28.517927,313700,France,5,23
84,84,84,84,84,84,84,2006-01-27,30.200001,30.200001,28.299999,28.889999,27.235802,518600,Germany,10,2
85,85,85,85,85,85,85,2006-01-30,28.73,29.58,28.73,29.0,27.339508,917300,USA,1,8
86,86,86,86,86,86,86,2006-01-31,29.17,30.41,29.01,29.34,27.660032,490600,Brazil,2,13
87,87,87,87,87,87,87,2006-02-01,29.1,29.620001,28.35,29.379999,27.697742,816800,USA,8,32
88,88,88,88,88,88,88,2006-02-02,29.379999,30.200001,29.0,30.01,28.29167,767200,Morroco,9,24
89,89,89,89,89,89,89,2006-02-03,30.01,30.01,29.200001,29.549999,27.858017,397600,UAE,5,48
90,90,90,90,90,90,90,2006-02-06,29.200001,29.700001,28.66,29.27,27.594036,550900,Morroco,3,47
91,91,91,91,91,91,91,2006-02-07,29.35,29.450001,28.620001,29.0,27.339508,489800,Brazil,1,13
92,92,92,92,92,92,92,2006-02-08,29.1,30.76,29.01,29.99,28.27282,869700,Spain,5,1
93,93,93,93,93,93,93,2006-02-09,29.950001,30.48,29.549999,30.35,28.6122,443400,Uk,8,41
94,94,94,94,94,94,94,2006-02-10,30.5,30.5,29.74,30.0,28.282249,403700,Brazil,6,40
95,95,95,95,95,95,95,2006-02-13,31.049999,32.099998,30.549999,31.17,29.385254,826000,Uk,8,16
96,96,96,96,96,96,96,2006-02-14,31.5,32.900002,31.41,32.799999,30.921919,668600,Algeria,2,2
97,97,97,97,97,97,97,2006-02-15,32.549999,34.200001,32.349998,33.75,31.817522,807800,USA,6,22
98,98,98,98,98,98,98,2006-02-16,33.66,33.900002,33.200001,33.380001,31.468718,244400,France,4,4
99,99,99,99,99,99,99,2006-02-17,32.799999,33.389999,32.330002,33.150002,31.251875,316000,Germany,8,4
100,100,100,100,100,100,100,2006-02-21,32.5,33.650002,31.299999,32.5,30.639095,772700,Brazil,8,44
101,101,101,101,101,101,101,2006-02-22,33.529999,34.299999,33.299999,33.639999,31.713829,637200,France,7,45
102,102,102,102,102,102,102,2006-02-23,34.200001,35.02,34.07,34.650002,32.665997,926300,Morroco,5,24
103,103,103,103,103,103,103,2006-02-24,33.970001,33.98,33.18,33.52,31.600698,654000,Morroco,1,30
104,104,104,104,104,104,104,2006-02-27,33.900002,34.07,33.099998,33.349998,31.440428,538500,Spain,9,5
105,105,105,105,105,105,105,2006-02-28,33.299999,33.450001,32.599998,33.09,31.195311,408200,France,5,42
106,106,106,106,106,106,106,2006-03-01,33.09,34.060001,32.599998,32.799999,30.921919,1149500,Morroco,9,6
107,107,107,107,107,107,107,2006-03-02,32.799999,33.200001,32.599998,32.900002,31.016193,388600,Algeria,8,18
108,108,108,108,108,108,108,2006-03-03,32.650002,32.669998,31.32,31.870001,30.045172,895800,USA,1,50
109,109,109,109,109,109,109,2006-03-06,31.9,32.0,31.379999,31.809999,29.988605,681300,Morroco,6,44
110,110,110,110,110,110,110,2006-03-07,32.099998,32.799999,32.0,32.41,30.554249,816900,Germany,6,29
111,111,111,111,111,111,111,2006-03-08,32.41,33.889999,32.099998,33.459999,31.544136,691900,Germany,10,40
112,112,112,112,112,112,112,2006-03-09,33.400002,33.41,32.599998,32.849998,30.969061,275900,USA,6,7
113,113,113,113,113,113,113,2006-03-10,32.950001,33.529999,32.93,33.259998,31.355583,1123800,Morroco,4,46
114,114,114,114,114,114,114,2006-03-13,33.25,33.700001,32.779999,33.049999,31.157602,498300,Spain,3,34
115,115,115,115,115,115,115,2006-03-14,33.099998,34.549999,33.099998,34.099998,32.147484,538900,Spain,3,43
116,116,116,116,116,116,116,2006-03-15,34.279999,35.5,34.200001,35.07,33.061939,1084100,Algeria,5,16
117,117,117,117,117,117,117,2006-03-16,35.200001,35.349998,34.799999,35.169998,33.156216,595300,USA,8,24
118,118,118,118,118,118,118,2006-03-17,35.150002,35.43,34.849998,35.43,33.401318,426900,France,4,20
119,119,119,119,119,119,119,2006-03-20,35.450001,37.43,35.43,36.950001,34.834301,990300,Uk,4,3
120,120,120,120,120,120,120,2006-03-21,37.950001,39.07,36.630001,36.98,34.862579,1532000,Spain,7,24
121,121,121,121,121,121,121,2006-03-22,37.07,39.990002,37.07,39.599998,37.332565,2143500,Algeria,6,15
122,122,122,122,122,122,122,2006-03-23,39.610001,39.900002,38.52,39.110001,36.870613,2010800,Morroco,7,49
123,123,123,123,123,123,123,2006-03-24,39.200001,39.5,38.560001,38.709999,36.493523,848400,Morroco,2,30
124,124,124,124,124,124,124,2006-03-27,39.099998,39.77,39.07,39.169998,36.927174,1208300,Germany,9,37
125,125,125,125,125,125,125,2006-03-28,39.18,39.200001,37.43,37.57,35.418804,1310200,Algeria,1,30
126,126,126,126,126,126,126,2006-03-29,37.57,37.950001,36.709999,37.709999,35.550774,838400,Germany,9,48
127,127,127,127,127,127,127,2006-03-30,37.950001,38.220001,37.200001,37.490002,35.343388,647600,Germany,10,5
128,128,128,128,128,128,128,2006-03-31,37.700001,40.02,37.599998,40.0,37.70966,2145500,France,5,6
129,129,129,129,129,129,129,2006-04-03,40.0,40.0,39.240002,39.599998,37.332565,1034600,Spain,10,27
130,130,130,130,130,130,130,2006-04-04,40.0,40.599998,39.299999,39.48,37.219433,891800,Brazil,10,31
131,131,131,131,131,131,131,2006-04-05,39.5,39.73,38.970001,39.48,37.219433,467300,Algeria,10,50
132,132,132,132,132,132,132,2006-04-06,39.599998,40.330002,39.099998,40.150002,37.851067,1680000,Brazil,4,19
133,133,133,133,133,133,133,2006-04-07,40.299999,40.75,39.450001,39.650002,37.379696,1383600,Brazil,8,29
134,134,134,134,134,134,134,2006-04-10,39.650002,39.650002,37.349998,37.919998,35.748764,1275800,Spain,6,16
135,135,135,135,135,135,135,2006-04-11,37.950001,38.299999,37.0,37.5,35.352814,1184400,Uk,1,44
136,136,136,136,136,136,136,2006-04-12,37.5,37.970001,36.759998,37.5,35.352814,1097200,USA,7,3
137,137,137,137,137,137,137,2006-04-13,37.439999,39.130001,37.380001,38.630001,36.41811,1330900,Brazil,10,22
138,138,138,138,138,138,138,2006-04-17,38.400002,38.599998,36.529999,36.900002,34.787167,2194600,USA,3,48
139,139,139,139,139,139,139,2006-04-18,37.099998,37.599998,36.84,37.049999,34.928577,1791500,Spain,9,33
140,140,140,140,140,140,140,2006-04-19,37.299999,39.450001,37.200001,38.439999,36.238983,2086800,Algeria,4,31
141,141,141,141,141,141,141,2006-04-20,38.650002,39.639999,37.900002,38.0,35.824173,1155400,Germany,4,33
142,142,142,142,142,142,142,2006-04-21,38.27,38.27,36.189999,37.73,35.569637,1826900,Morroco,5,10
143,143,143,143,143,143,143,2006-04-24,39.25,42.299999,39.040001,41.900002,39.500877,3134300,Spain,6,30
144,144,144,144,144,144,144,2006-04-25,42.0,43.900002,41.0,42.73,40.283337,2257700,Algeria,5,32
145,145,145,145,145,145,145,2006-04-26,42.400002,43.259998,41.57,42.990002,40.528458,1115700,Spain,9,14
146,146,146,146,146,146,146,2006-04-27,42.990002,44.700001,42.560001,44.299999,41.763451,1366700,Spain,2,25
147,147,147,147,147,147,147,2006-04-28,44.299999,44.380001,42.799999,43.259998,40.78299,1167500,France,7,32
148,148,148,148,148,148,148,2006-05-01,43.189999,44.0,43.189999,43.68,41.178951,996100,Algeria,10,28
149,149,149,149,149,149,149,2006-05-02,45.099998,46.900002,45.0,45.400002,42.800472,1990600,Morroco,8,20
150,150,150,150,150,150,150,2006-05-03,46.200001,48.380001,45.77,47.799999,45.063034,2106000,USA,5,29
151,151,151,151,151,151,151,2006-05-04,48.400002,49.200001,47.75,48.049999,45.298721,2102800,Brazil,10,36
152,152,152,152,152,152,152,2006-05-05,48.049999,48.84,47.939999,48.59,45.807816,654300,Spain,2,48
153,153,153,153,153,153,153,2006-05-08,49.099998,49.799999,46.48,47.299999,44.591675,1375200,Algeria,3,42
154,154,154,154,154,154,154,2006-05-09,48.25,52.130001,48.049999,51.630001,48.673737,3223200,Uk,1,2
155,155,155,155,155,155,155,2006-05-10,51.73,52.18,49.349998,50.099998,47.23135,1688700,Algeria,7,10
156,156,156,156,156,156,156,2006-05-11,49.25,49.889999,48.0,49.119999,46.307465,1129900,Uk,6,46
157,157,157,157,157,157,157,2006-05-12,48.75,49.970001,47.799999,48.02,45.270447,648500,USA,9,39
158,158,158,158,158,158,158,2006-05-15,48.849998,49.950001,48.740002,49.75,46.90139,1214000,Morroco,2,38
159,159,159,159,159,159,159,2006-05-16,49.5,49.599998,47.529999,47.849998,45.110184,755300,France,8,29
160,160,160,160,160,160,160,2006-05-17,47.5,47.549999,45.790001,46.630001,43.960037,1055800,Germany,2,48
161,161,161,161,161,161,161,2006-05-18,46.75,47.540001,46.650002,46.900002,44.214581,848500,Spain,4,10
162,162,162,162,162,162,162,2006-05-19,47.400002,48.48,46.849998,47.400002,44.685951,1612000,UAE,7,21
163,163,163,163,163,163,163,2006-05-22,47.400002,47.5,45.759998,47.0,44.308853,1437800,Spain,4,46
164,164,164,164,164,164,164,2006-05-23,47.060001,47.25,45.09,45.189999,42.602482,1062500,France,2,46
165,165,165,165,165,165,165,2006-05-24,45.299999,45.360001,42.759998,43.82,41.310928,1736000,Morroco,6,22
166,166,166,166,166,166,166,2006-05-25,44.25,44.779999,43.400002,43.900002,41.386353,656800,Morroco,4,50
167,167,167,167,167,167,167,2006-05-26,44.349998,46.700001,44.349998,46.369999,43.71492,1798300,France,3,19
168,168,168,168,168,168,168,2006-05-30,46.0,46.119999,43.849998,44.610001,42.055695,1009700,Brazil,10,12
169,169,169,169,169,169,169,2006-05-31,45.0,47.299999,45.0,46.700001,44.026028,1833800,UAE,4,27
170,170,170,170,170,170,170,2006-06-01,45.68,46.849998,45.549999,46.25,43.601788,2097300,Brazil,3,8
171,171,171,171,171,171,171,2006-06-02,46.259998,46.810001,45.25,45.849998,43.224693,1219200,USA,4,31
172,172,172,172,172,172,172,2006-06-05,45.450001,46.59,44.099998,44.580002,42.027416,1258000,Uk,2,2
173,173,173,173,173,173,173,2006-06-06,45.02,46.290001,44.549999,46.279999,43.630077,1433400,Spain,9,46
174,174,174,174,174,174,174,2006-06-07,46.5,47.630001,46.040001,46.889999,44.205139,1748100,USA,7,25
175,175,175,175,175,175,175,2006-06-08,47.0,47.299999,45.599998,47.18,44.478535,2039800,Spain,7,15
176,176,176,176,176,176,176,2006-06-09,47.18,49.099998,47.18,47.82,45.081902,832800,Morroco,9,45
177,177,177,177,177,177,177,2006-06-12,47.599998,47.599998,43.5,44.25,41.716312,2493500,Uk,9,13
178,178,178,178,178,178,178,2006-06-13,44.150002,44.52,41.0,41.549999,39.170902,4141900,Morroco,4,22
179,179,179,179,179,179,179,2006-06-14,41.799999,44.169998,41.290001,42.490002,40.057102,2547400,Algeria,6,48
180,180,180,180,180,180,180,2006-06-15,42.900002,45.959999,42.900002,45.48,42.875885,1525900,USA,10,27
181,181,181,181,181,181,181,2006-06-16,45.490002,47.700001,45.099998,45.200001,42.611916,1732000,USA,2,24
182,182,182,182,182,182,182,2006-06-19,45.549999,46.75,45.549999,46.470001,43.8092,1206900,Germany,2,46
183,183,183,183,183,183,183,2006-06-20,46.650002,47.700001,46.599998,47.470001,44.751942,982700,Spain,8,37
184,184,184,184,184,184,184,2006-06-21,47.450001,49.200001,47.0,48.939999,46.137772,1705900,USA,9,16
185,185,185,185,185,185,185,2006-06-22,48.150002,49.560001,48.0,49.529999,46.693981,1293800,USA,7,43
186,186,186,186,186,186,186,2006-06-23,49.400002,50.869999,49.080002,50.669998,47.768711,1683200,Uk,4,25
187,187,187,187,187,187,187,2006-06-26,50.630001,50.630001,49.209999,49.639999,46.797688,762000,UAE,6,46
188,188,188,188,188,188,188,2006-06-27,49.5,49.5,46.84,48.040001,45.289299,1111100,Germany,10,22
189,189,189,189,189,189,189,2006-06-28,48.349998,48.830002,46.759998,47.299999,44.591675,779000,Morroco,4,13
190,190,190,190,190,190,190,2006-06-29,47.799999,48.599998,46.93,48.110001,45.355286,1349100,Uk,9,45
191,191,191,191,191,191,191,2006-06-30,48.400002,50.900002,47.630001,50.540001,47.646152,2847100,USA,3,32
192,192,192,192,192,192,192,2006-07-03,50.630001,52.240002,50.34,52.099998,49.116837,994500,Uk,5,21
193,193,193,193,193,193,193,2006-07-05,51.900002,54.0,51.5,53.5,50.436668,2451400,Algeria,3,36
194,194,194,194,194,194,194,2006-07-06,53.5,55.650002,53.209999,55.639999,52.454132,3365900,UAE,6,16
195,195,195,195,195,195,195,2006-07-07,55.0,56.099998,54.110001,54.810001,51.671658,1315500,France,1,10
196,196,196,196,196,196,196,2006-07-10,55.0,56.41,54.799999,55.849998,52.652107,1408600,Uk,10,46
197,197,197,197,197,197,197,2006-07-11,54.0,54.009998,51.599998,53.450001,50.389542,3545700,UAE,4,25
198,198,198,198,198,198,198,2006-07-12,53.299999,53.299999,51.880001,52.549999,49.541054,957900,Algeria,9,11
199,199,199,199,199,199,199,2006-07-13,51.0,51.049999,48.220001,48.52,45.741829,2740000,Algeria,5,19
200,200,200,200,200,200,200,2006-07-14,48.5,48.5,45.419998,47.200001,44.497402,2253700,UAE,9,26
201,201,201,201,201,201,201,2006-07-17,47.25,48.799999,46.360001,47.57,44.846203,1525800,Germany,5,34
202,202,202,202,202,202,202,2006-07-18,47.57,49.099998,46.759998,48.799999,46.005791,1231100,France,3,42
203,203,203,203,203,203,203,2006-07-19,49.950001,52.029999,49.709999,51.25,48.315498,1285900,France,1,48
204,204,204,204,204,204,204,2006-07-20,51.200001,51.73,49.700001,50.200001,47.325626,963600,Morroco,1,37
205,205,205,205,205,205,205,2006-07-21,50.200001,50.200001,48.169998,48.77,45.977501,1389600,Morroco,5,50
206,206,206,206,206,206,206,2006-07-24,49.900002,51.169998,49.66,50.049999,47.184212,1379400,Germany,9,19
207,207,207,207,207,207,207,2006-07-25,50.0,51.529999,49.259998,50.939999,48.023247,855400,Morroco,1,4
208,208,208,208,208,208,208,2006-07-26,50.939999,51.400002,49.740002,51.130001,48.202374,803500,Morroco,10,49
209,209,209,209,209,209,209,2006-07-27,51.130001,51.490002,47.5,47.990002,45.242161,2957800,Spain,7,49
210,210,210,210,210,210,210,2006-07-28,48.0,48.619999,47.049999,48.209999,45.449558,1970300,Algeria,4,16
211,211,211,211,211,211,211,2006-07-31,47.799999,47.82,44.75,45.689999,43.073853,3129300,UAE,6,21
212,212,212,212,212,212,212,2006-08-01,45.599998,45.959999,43.389999,43.540001,41.046978,2086000,Morroco,8,26
213,213,213,213,213,213,213,2006-08-02,43.150002,44.41,42.740002,43.880001,41.367496,1472000,Algeria,3,29
214,214,214,214,214,214,214,2006-08-03,43.799999,46.950001,43.630001,46.560001,43.894043,1530300,Uk,4,50
215,215,215,215,215,215,215,2006-08-04,46.75,47.029999,44.060001,44.950001,42.376236,1527600,Morroco,5,8
216,216,216,216,216,216,216,2006-08-07,43.080002,44.110001,42.889999,43.07,40.60387,1300700,Germany,4,34
217,217,217,217,217,217,217,2006-08-08,43.07,43.18,41.299999,41.950001,39.548004,1378800,UAE,2,29
218,218,218,218,218,218,218,2006-08-09,41.900002,41.900002,39.540001,40.779999,38.444992,3096000,France,10,4
219,219,219,219,219,219,219,2006-08-10,39.75,41.389999,39.389999,40.52,38.199886,3345100,Germany,10,25
220,220,220,220,220,220,220,2006-08-11,40.200001,40.200001,36.799999,37.189999,35.060555,4283800,Germany,7,11
221,221,221,221,221,221,221,2006-08-14,38.549999,39.240002,37.75,38.139999,35.956154,2206200,Germany,3,41
222,222,222,222,222,222,222,2006-08-15,39.700001,40.610001,39.0,40.599998,38.275307,2117300,Uk,10,32
223,223,223,223,223,223,223,2006-08-16,40.650002,43.290001,40.619999,43.0,40.537891,2438100,France,3,5
224,224,224,224,224,224,224,2006-08-17,43.419998,44.27,42.040001,42.790001,40.339905,1854800,Uk,3,26
225,225,225,225,225,225,225,2006-08-18,42.740002,42.75,41.400002,42.099998,39.689415,992900,Germany,6,38
226,226,226,226,226,226,226,2006-08-21,41.75,41.75,39.73,40.23,37.926491,1153900,UAE,9,35
227,227,227,227,227,227,227,2006-08-22,39.810001,41.93,39.790001,41.5,39.123779,1713900,Germany,3,7
228,228,228,228,228,228,228,2006-08-23,41.900002,41.939999,40.34,40.889999,38.548691,834000,Spain,2,39
229,229,229,229,229,229,229,2006-08-24,40.950001,41.009998,39.599998,40.220001,37.917061,1106800,Algeria,8,11
230,230,230,230,230,230,230,2006-08-25,40.209999,40.919998,39.48,39.48,37.219433,684000,France,7,14
231,231,231,231,231,231,231,2006-08-28,40.099998,42.150002,40.099998,41.810001,39.416023,870700,Morroco,5,47
232,232,232,232,232,232,232,2006-08-29,42.5,43.209999,41.490002,42.299999,39.87796,1108600,Algeria,7,42
233,233,233,233,233,233,233,2006-08-30,42.450001,43.75,41.689999,43.450001,40.96212,880700,Germany,6,5
234,234,234,234,234,234,234,2006-08-31,43.349998,43.389999,42.099998,42.25,39.83083,1176300,Morroco,4,38
235,235,235,235,235,235,235,2006-09-01,42.400002,42.5,41.5,41.75,39.359467,1163700,UAE,1,4
236,236,236,236,236,236,236,2006-09-05,42.73,43.389999,42.279999,42.799999,40.349335,1676900,France,9,40
237,237,237,237,237,237,237,2006-09-06,42.0,42.66,40.389999,40.560001,38.237602,2719400,Algeria,10,44
238,238,238,238,238,238,238,2006-09-07,40.009998,41.27,38.799999,40.939999,38.595837,2490700,Brazil,1,9
239,239,239,239,239,239,239,2006-09-08,41.099998,41.34,39.459999,41.16,38.803242,2217700,Brazil,1,5
240,240,240,240,240,240,240,2006-09-11,40.98,40.98,40.049999,40.470001,38.152752,1081900,UAE,7,36
241,241,241,241,241,241,241,2006-09-12,40.470001,44.599998,40.470001,44.599998,42.046268,2786700,Brazil,10,3
242,242,242,242,242,242,242,2006-09-13,45.0,46.639999,44.360001,44.900002,42.32909,2594400,Germany,9,2
243,243,243,243,243,243,243,2006-09-14,44.900002,46.779999,44.650002,46.529999,43.865749,1942200,Uk,6,28
244,244,244,244,244,244,244,2006-09-15,46.77,47.439999,45.599998,46.23,43.582939,1712000,USA,4,2
